TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Theft from Vehicle,2020,7,18,17,0,8XX BURRARD ST,West End,491011.453,5458904.2617
Theft from Vehicle,2020,8,13,7,0,8XX BURRARD ST,West End,491011.453,5458904.2617
Theft from Vehicle,2020,9,20,15,0,8XX BURRARD ST,West End,491011.453,5458904.2617
Theft from Vehicle,2020,10,9,2,30,8XX BURRARD ST,West End,491011.453,5458904.2617
Theft from Vehicle,2020,10,17,15,30,8XX BURRARD ST,West End,491011.453,5458904.2617
Theft from Vehicle,2020,11,15,20,0,8XX BURRARD ST,West End,491011.453,5458904.2617
Theft from Vehicle,2020,9,18,11,0,8XX BUTE ST,West End,490620.7172,5459122.1326
Theft from Vehicle,2020,1,26,20,0,8XX BUTE ST,West End,490638.6506,5459126.968
Theft from Vehicle,2020,2,1,11,30,8XX BUTE ST,West End,490724.1843,5459221.3693
Theft from Vehicle,2020,3,28,22,43,8XX BUTE ST,West End,490748.6,5459231.3271
Theft from Vehicle,2020,1,1,18,40,8XX BUTE ST,West End,490754.527,5459236.7542
Theft from Vehicle,2020,1,29,16,44,8XX BUTE ST,West End,490754.527,5459236.7542
Theft from Vehicle,2020,8,19,13,30,8XX BUTE ST,West End,490754.527,5459236.7542
Theft from Vehicle,2020,10,12,15,0,8XX DENMAN ST,West End,490118.8265,5459843.7528
Theft from Vehicle,2020,3,1,5,0,8XX DENMAN ST,West End,490148.3141,5459860.7035
Theft from Vehicle,2020,3,9,22,0,8XX JERVIS ST,West End,490608.2467,5459329.6883
Theft from Vehicle,2020,2,10,10,27,8XX JERVIS ST,West End,490610.6809,5459319.0407
Theft from Vehicle,2020,11,5,11,7,8XX LAGOON DR,West End,489931.0551,5460083.3221
Theft from Vehicle,2020,3,19,16,0,8XX THURLOW ST,West End,490874.8826,5459062.1687
Theft from Vehicle,2020,11,23,19,30,8XX THURLOW ST,West End,490874.8826,5459062.1687
Theft from Vehicle,2020,4,6,11,0,9XX BROUGHTON ST,West End,490329.6052,5459238.694
Theft from Vehicle,2020,9,21,15,0,9XX BROUGHTON ST,West End,490329.6052,5459238.694
Theft from Vehicle,2020,1,17,8,30,9XX BURRARD ST,West End,490887.1516,5458782.3097
Theft from Vehicle,2020,2,3,18,10,9XX BURRARD ST,West End,490887.1516,5458782.3097
Theft from Vehicle,2020,2,10,5,30,9XX BURRARD ST,West End,490887.1516,5458782.3097
Theft from Vehicle,2020,2,20,15,30,9XX BURRARD ST,West End,490887.1516,5458782.3097
Theft from Vehicle,2020,3,16,9,10,9XX BURRARD ST,West End,490887.1516,5458782.3097
Theft from Vehicle,2020,3,16,13,15,9XX BURRARD ST,West End,490887.1516,5458782.3097
Theft from Vehicle,2020,10,23,12,15,9XX BURRARD ST,West End,490887.1516,5458782.3097
Theft from Vehicle,2020,1,21,21,0,9XX BURRARD ST,West End,490938.2622,5458831.7783
Theft from Vehicle,2020,3,22,12,19,9XX BURRARD ST,West End,490938.2622,5458831.7783
Theft from Vehicle,2020,12,14,23,30,9XX BUTE ST,West End,490544.4622,5459030.3712
Theft from Vehicle,2020,4,21,18,0,9XX CARDERO ST,West End,490158.8019,5459419.4077
Theft from Vehicle,2020,6,25,18,0,9XX CARDERO ST,West End,490300.6122,5459550.3742
Theft from Vehicle,2020,7,12,21,0,9XX DENMAN ST,West End,489948.9365,5459656.8305
Theft from Vehicle,2020,9,22,9,0,9XX DENMAN ST,West End,490032.7081,5459741.5561
Theft from Vehicle,2020,5,26,0,22,9XX GILFORD ST,West End,489882.4859,5459817.07
Theft from Vehicle,2020,11,4,0,5,9XX JERVIS ST,West End,490495.4182,5459217.0522
Theft from Vehicle,2020,5,27,5,16,9XX JERVIS ST,West End,490516.5773,5459225.031
Theft from Vehicle,2020,8,16,20,0,9XX JERVIS ST,West End,490570.2859,5459290.5463
Theft from Vehicle,2020,10,13,14,30,9XX JERVIS ST,West End,490576.6904,5459284.0198
Theft from Vehicle,2020,11,24,4,50,9XX JERVIS ST,West End,490576.6904,5459284.0198
Theft from Vehicle,2020,11,26,7,0,9XX JERVIS ST,West End,490576.6904,5459284.0198
Theft from Vehicle,2020,2,17,1,0,9XX LAGOON DR,West End,489735.4078,5460037.9292
Theft from Vehicle,2020,9,27,5,30,9XX LAGOON DR,West End,489735.4078,5460037.9292
Theft from Vehicle,2020,7,26,20,26,9XX THURLOW ST,West End,490842.4634,5459016.4871
Theft from Vehicle,2020,7,14,5,10,ALBERNI ST / BROUGHTON ST,West End,490629.3137,5459546.2335
Theft from Vehicle,2020,1,25,22,0,ALBERNI ST / BURRARD ST,West End,491151.7655,5459036.2265
Theft from Vehicle,2020,10,21,10,25,ALBERNI ST / BURRARD ST,West End,491151.7655,5459036.2265
Theft from Vehicle,2020,11,7,19,0,ALBERNI ST / BURRARD ST,West End,491151.7655,5459036.2265
Theft from Vehicle,2020,5,26,16,25,ALBERNI ST / BUTE ST,West End,490842.8531,5459340.7185
Theft from Vehicle,2020,6,4,12,0,ALBERNI ST / BUTE ST,West End,490842.8531,5459340.7185
Theft from Vehicle,2020,9,19,13,55,ALBERNI ST / BUTE ST,West End,490842.8531,5459340.7185
Theft from Vehicle,2020,10,10,14,0,ALBERNI ST / BUTE ST,West End,490842.8531,5459340.7185
Theft from Vehicle,2020,8,1,23,0,ALBERNI ST / CARDERO ST,West End,490457.1744,5459718.856
Theft from Vehicle,2020,2,16,17,20,ALBERNI ST / DENMAN ST,West End,490227.3947,5459946.994
Theft from Vehicle,2020,3,15,15,0,ALBERNI ST / DENMAN ST,West End,490227.3947,5459946.994
Theft from Vehicle,2020,8,16,15,0,ALBERNI ST / DENMAN ST,West End,490227.3947,5459946.994
Theft from Vehicle,2020,1,13,0,0,ALBERNI ST / GILFORD ST,West End,490113.4109,5460057.5686
Theft from Vehicle,2020,2,4,22,0,ALBERNI ST / GILFORD ST,West End,490113.4109,5460057.5686
Theft from Vehicle,2020,6,11,13,0,ALBERNI ST / THURLOW ST,West End,491003.6118,5459185.0025
Theft from Vehicle,2020,7,15,16,37,ALBERNI ST / THURLOW ST,West End,491003.6118,5459185.0025
Theft from Vehicle,2020,9,26,14,0,ALBERNI ST / THURLOW ST,West End,491003.6118,5459185.0025
Theft from Vehicle,2020,11,15,14,30,ALBERNI ST / THURLOW ST,West End,491003.6118,5459185.0025
Theft from Vehicle,2020,3,9,16,0,BARCLAY ST / BURRARD ST,West End,490911.1603,5458799.3801
Theft from Vehicle,2020,4,14,11,0,BARCLAY ST / BURRARD ST,West End,490911.1603,5458799.3801
Theft from Vehicle,2020,4,3,0,0,BARCLAY ST / CHILCO ST,West End,489783.3893,5459923.7328
Theft from Vehicle,2020,3,9,19,15,BARCLAY ST / THURLOW ST,West End,490768.3012,5458948.2204
Theft from Vehicle,2020,8,25,18,0,BEACH AVE / BURNABY ST,West End,489637.7353,5459291.119
Theft from Vehicle,2020,4,7,19,0,BEACH AVE / BURRARD ST,West End,490237.479,5458189.5171
Theft from Vehicle,2020,7,12,19,22,BEACH AVE / BURRARD ST,West End,490237.479,5458189.5171
Theft from Vehicle,2020,1,21,7,0,BEACH AVE / BUTE ST,West End,490026.1957,5458512.3029
Theft from Vehicle,2020,10,11,1,38,BEACH AVE / THURLOW ST,West End,490149.8973,5458324.1124
Theft from Vehicle,2020,3,1,19,0,BIDWELL ST / BURNABY ST,West End,489722.0631,5459204.8365
Theft from Vehicle,2020,2,26,7,0,BIDWELL ST / DAVIE ST,West End,489801.6647,5459286.1766
Theft from Vehicle,2020,8,5,22,0,BIDWELL ST / DAVIE ST,West End,489801.6647,5459286.1766
Theft from Vehicle,2020,4,25,19,45,BIDWELL ST / NELSON ST,West End,490032.6671,5459518.1339
Theft from Vehicle,2020,9,15,19,0,BIDWELL ST / NELSON ST,West End,490032.6671,5459518.1339
Theft from Vehicle,2020,1,15,18,0,BIDWELL ST / ROBSON ST,West End,490264.7788,5459755.1462
Theft from Vehicle,2020,7,6,23,4,BROUGHTON ST / BURNABY ST,West End,490007.7638,5458923.4578
Theft from Vehicle,2020,3,1,0,0,BROUGHTON ST / COMOX ST,West End,490240.3615,5459157.6447
Theft from Vehicle,2020,10,31,19,39,BROUGHTON ST / COMOX ST,West End,490240.3615,5459157.6447
Theft from Vehicle,2020,10,7,19,30,BROUGHTON ST / HARO ST,West End,490472.8752,5459392.2415
Theft from Vehicle,2020,3,20,0,0,BROUGHTON ST / ROBSON ST,West End,490550.1824,5459471.284
Theft from Vehicle,2020,8,10,0,0,BURNABY ST / CARDERO ST,West End,489837.4566,5459092.1946
Theft from Vehicle,2020,12,27,14,0,BURNABY ST / CARDERO ST,West End,489837.4566,5459092.1946
Theft from Vehicle,2020,1,31,21,0,BURNABY ST / JERVIS ST,West End,490108.1345,5458826.5798
Theft from Vehicle,2020,1,21,1,1,BURNABY ST / NICOLA ST,West End,489922.8707,5459007.9698
Theft from Vehicle,2020,8,27,19,0,BURNABY ST / THURLOW ST,West End,490381.7782,5458553.1254
Theft from Vehicle,2020,2,21,19,0,BURRARD ST / DAVIE ST,West End,490604.1485,5458488.3284
Theft from Vehicle,2020,1,3,18,45,BURRARD ST / NELSON ST,West End,490833.2787,5458723.2683
Theft from Vehicle,2020,11,9,9,0,BURRARD ST / NELSON ST,West End,490833.2787,5458723.2683
Theft from Vehicle,2020,9,28,21,30,BURRARD ST / ROBSON ST,West End,491068.8641,5458954.9167
Theft from Vehicle,2020,11,16,8,0,BURRARD ST / ROBSON ST,West End,491068.8641,5458954.9167
Theft from Vehicle,2020,1,22,17,30,BURRARD ST / SMITHE ST,West End,490950.9624,5458837.6462
Theft from Vehicle,2020,6,25,12,0,BURRARD ST / SMITHE ST,West End,490950.9624,5458837.6462
Theft from Vehicle,2020,10,18,19,0,BURRARD ST / SMITHE ST,West End,490950.9624,5458837.6462
Theft from Vehicle,2020,12,10,8,0,BURRARD ST / W GEORGIA ST,West End,491193.2022,5459080.028
Theft from Vehicle,2020,1,25,22,30,BUTE ST / DAVIE ST,West End,490301.4015,5458792.1619
Theft from Vehicle,2020,2,25,8,40,BUTE ST / DAVIE ST,West End,490301.4015,5458792.1619
Theft from Vehicle,2020,4,17,19,0,BUTE ST / PACIFIC ST,West End,490066.9359,5458553.9408
Theft from Vehicle,2020,4,19,19,15,BUTE ST / PENDRELL ST,West End,490376.2491,5458872.2069
Theft from Vehicle,2020,1,4,14,10,BUTE ST / ROBSON ST,West End,490767.2449,5459254.5984
Theft from Vehicle,2020,1,19,19,50,BUTE ST / ROBSON ST,West End,490767.2449,5459254.5984
Theft from Vehicle,2020,1,24,7,1,BUTE ST / ROBSON ST,West End,490767.2449,5459254.5984
Theft from Vehicle,2020,2,18,22,40,BUTE ST / ROBSON ST,West End,490767.2449,5459254.5984
Theft from Vehicle,2020,2,22,13,0,BUTE ST / ROBSON ST,West End,490767.2449,5459254.5984
Theft from Vehicle,2020,3,5,8,15,BUTE ST / ROBSON ST,West End,490767.2449,5459254.5984
Theft from Vehicle,2020,10,3,20,45,BUTE ST / ROBSON ST,West End,490767.2449,5459254.5984
Theft from Vehicle,2020,10,24,18,0,BUTE ST / ROBSON ST,West End,490767.2449,5459254.5984
Theft from Vehicle,2020,11,15,18,30,BUTE ST / ROBSON ST,West End,490767.2449,5459254.5984
Theft from Vehicle,2020,11,21,10,55,BUTE ST / ROBSON ST,West End,490767.2449,5459254.5984
Theft from Vehicle,2020,3,22,20,0,BUTE ST / W GEORGIA ST,West End,490885.8447,5459383.6591
Theft from Vehicle,2020,11,27,22,0,BUTE ST / W GEORGIA ST,West End,490885.8447,5459383.6591
Theft from Vehicle,2020,4,12,20,0,CARDERO ST / COMOX ST,West End,490070.776,5459326.8613
Theft from Vehicle,2020,7,14,11,30,CARDERO ST / ROBSON ST,West End,490380.7894,5459638.0788
Theft from Vehicle,2020,11,2,11,19,CARDERO ST / ROBSON ST,West End,490380.7894,5459638.0788
Theft from Vehicle,2020,1,5,12,0,CARDERO ST / W GEORGIA ST,West End,490503.4762,5459766.6684
Theft from Vehicle,2020,5,15,18,5,CARDERO ST / W GEORGIA ST,West End,490503.4762,5459766.6684
Theft from Vehicle,2020,6,12,8,0,CARDERO ST / W GEORGIA ST,West End,490503.4762,5459766.6684
Theft from Vehicle,2020,12,8,10,45,CHILCO ST / HARO ST,West End,489860.623,5460000.9757
Theft from Vehicle,2020,2,22,20,0,CHILCO ST / PENDRELL ST,West End,489552.7742,5459689.1618
Theft from Vehicle,2020,5,8,7,0,COMOX ST / GILFORD ST,West End,489727.4053,5459670.1556
Theft from Vehicle,2020,1,26,21,25,COMOX ST / THURLOW ST,West End,490610.8973,5458790.2684
Theft from Vehicle,2020,2,17,20,0,COMOX ST / THURLOW ST,West End,490610.8973,5458790.2684
Theft from Vehicle,2020,3,24,9,7,COMOX ST / THURLOW ST,West End,490610.8973,5458790.2684
Theft from Vehicle,2020,5,22,5,15,COMOX ST / THURLOW ST,West End,490610.8973,5458790.2684
Theft from Vehicle,2020,6,15,23,0,COMOX ST / THURLOW ST,West End,490610.8973,5458790.2684
Theft from Vehicle,2020,9,10,22,0,COMOX ST / THURLOW ST,West End,490610.8973,5458790.2684
Theft from Vehicle,2020,8,25,6,32,DAVIE ST / JERVIS ST,West End,490187.8745,5458904.0124
Theft from Vehicle,2020,12,11,18,0,DAVIE ST / JERVIS ST,West End,490187.8745,5458904.0124
Theft from Vehicle,2020,2,15,13,30,DAVIE ST / THURLOW ST,West End,490456.6509,5458633.7717
Theft from Vehicle,2020,11,28,8,30,DAVIE ST / THURLOW ST,West End,490456.6509,5458633.7717
Theft from Vehicle,2020,10,25,19,0,DENMAN ST / PENDRELL ST,West End,489762.9315,5459476.8849
Theft from Vehicle,2020,11,12,16,0,DENMAN ST / W GEORGIA ST,West End,490276.8955,5459994.7654
Theft from Vehicle,2020,1,24,19,0,EIHU LANE / NICOLA ST,West End,490502.9401,5459591.1012
Theft from Vehicle,2020,10,17,17,10,EIHU LANE / ROBSON ST,West End,490696.9497,5459324.8265
Theft from Vehicle,2020,1,20,13,30,EIHU LANE / THURLOW ST,West End,490963.855,5459145.1459
Theft from Vehicle,2020,8,18,14,0,HARWOOD ST / NICOLA ST,West End,489845.1591,5458931.2491
Theft from Vehicle,2020,2,2,12,0,HARWOOD ST / THURLOW ST,West End,490302.8405,5458478.1573
Theft from Vehicle,2020,8,17,15,0,JERVIS ST / PENDRELL ST,West End,490262.9672,5458982.7547
Theft from Vehicle,2020,2,17,17,30,JERVIS ST / ROBSON ST,West End,490652.6245,5459369.1093
Theft from Vehicle,2020,3,3,20,0,JERVIS ST / STOVOLD LANE,West End,490538.2587,5459252.7122
Theft from Vehicle,2020,2,27,16,0,JERVIS ST / W GEORGIA ST,West End,490773.7936,5459495.0505
Theft from Vehicle,2020,5,10,2,0,NELSON ST / NICOLA ST,West End,490232.7005,5459319.5015
Theft from Vehicle,2020,2,1,22,0,NICOLA ST / W GEORGIA ST,West End,490590.221,5459678.5717
Theft from Vehicle,2020,3,16,9,0,PACIFIC ST / THURLOW ST,West End,490222.778,5458397.6332
Theft from Vehicle,2020,6,7,21,0,PACIFIC ST / THURLOW ST,West End,490222.778,5458397.6332
Theft from Vehicle,2020,9,7,20,0,PENDRELL ST / THURLOW ST,West End,490533.9848,5458713.4143
Theft from Vehicle,2020,1,8,19,30,ROBSON ST / THURLOW ST,West End,490920.4233,5459101.6054
Theft from Vehicle,2020,2,4,9,0,ROBSON ST / THURLOW ST,West End,490920.4233,5459101.6054
Theft from Vehicle,2020,6,13,22,0,ROBSON ST / THURLOW ST,West End,490920.4233,5459101.6054
Theft from Vehicle,2020,9,4,16,55,ROBSON ST / THURLOW ST,West End,490920.4233,5459101.6054
Theft from Vehicle,2020,10,16,19,0,ROBSON ST / THURLOW ST,West End,490920.4233,5459101.6054
Theft from Vehicle,2020,10,29,17,40,ROBSON ST / THURLOW ST,West End,490920.4233,5459101.6054
Theft from Vehicle,2020,11,12,17,0,ROBSON ST / THURLOW ST,West End,490920.4233,5459101.6054
Theft from Vehicle,2020,12,21,19,30,ROBSON ST / THURLOW ST,West End,490920.4233,5459101.6054
Theft from Vehicle,2020,3,16,14,26,SMITHE ST / STOVOLD LANE,West End,490904.768,5458908.6876
Theft from Vehicle,2020,10,10,10,40,THURLOW ST / W GEORGIA ST,West End,491045.4373,5459226.3899
Theft of Bicycle,2020,10,18,14,30,10XX BEACH AVE,West End,490197.4785,5458239.4212
Theft of Bicycle,2020,11,3,19,30,10XX BEACH AVE,West End,490197.4785,5458239.4212
Theft of Bicycle,2020,5,30,4,11,10XX BEACH AVE,West End,490227.2225,5458210.3785
Theft of Bicycle,2020,8,19,17,38,10XX BROUGHTON ST,West End,490254.0011,5459164.9647
Theft of Bicycle,2020,8,16,22,0,10XX BURNABY ST,West End,490423.396,5458517.2537
Theft of Bicycle,2020,3,2,17,20,10XX BURRARD ST,West End,490729.8291,5458622.3417
Theft of Bicycle,2020,3,22,15,30,10XX BURRARD ST,West End,490729.8291,5458622.3417
Theft of Bicycle,2020,7,17,19,53,10XX DAVIE ST,West End,490494.6498,5458589.8812
Theft of Bicycle,2020,2,24,22,30,10XX DAVIE ST,West End,490528.544,5458556.4589
Theft of Bicycle,2020,7,22,14,0,10XX DAVIE ST,West End,490593.5634,5458492.3451
Theft of Bicycle,2020,6,13,11,36,10XX DENMAN ST,West End,489875.1091,5459583.5524
Theft of Bicycle,2020,9,15,6,1,10XX GILFORD ST,West End,489771.9792,5459720.2803
Theft of Bicycle,2020,4,1,0,1,10XX HARWOOD ST,West End,490431.9449,5458353.2344
Theft of Bicycle,2020,4,6,16,45,10XX HARWOOD ST,West End,490431.9449,5458353.2344
Theft of Bicycle,2020,6,26,3,15,10XX HARWOOD ST,West End,490431.9449,5458353.2344
Theft of Bicycle,2020,8,6,0,0,10XX JERVIS ST,West End,490409.621,5459131.1083
Theft of Bicycle,2020,3,16,6,7,10XX PACIFIC ST,West End,490246.1686,5458368.0315
Theft of Bicycle,2020,6,15,14,0,10XX PACIFIC ST,West End,490298.1327,5458316.5676
Theft of Bicycle,2020,7,21,10,25,10XX PACIFIC ST,West End,490298.1327,5458316.5676
Theft of Bicycle,2020,8,26,18,14,10XX ROBSON ST,West End,491058.2284,5458958.9991
Theft of Bicycle,2020,10,5,15,30,10XX W GEORGIA ST,West End,491133.7436,5459132.4869
Theft of Bicycle,2020,10,3,8,5,11XX ALBERNI ST,West End,490983.9912,5459210.3728
Theft of Bicycle,2020,3,3,21,0,11XX BARCLAY ST,West End,490749.3026,5458973.8993
Theft of Bicycle,2020,11,16,16,0,11XX BARCLAY ST,West End,490749.3026,5458973.8993
Theft of Bicycle,2020,12,17,20,0,11XX BARCLAY ST,West End,490749.3026,5458973.8993
Theft of Bicycle,2020,10,12,7,0,11XX BURNABY ST,West End,490338.0295,5458589.561
Theft of Bicycle,2020,7,26,0,0,11XX BURNABY ST,West End,490349.8498,5458577.9878
Theft of Bicycle,2020,12,28,2,0,11XX BUTE ST,West End,490365.1763,5458859.892
Theft of Bicycle,2020,8,19,20,30,11XX DAVIE ST,West End,490308.7504,5458778.1328
Theft of Bicycle,2020,6,18,17,30,11XX DENMAN ST,West End,489800.4225,5459521.3999
Theft of Bicycle,2020,6,4,3,21,11XX GILFORD ST,West End,489669.3754,5459617.6932
Theft of Bicycle,2020,1,13,1,0,11XX GILFORD ST,West End,489677.2724,5459612.6816
Theft of Bicycle,2020,2,17,12,0,11XX GILFORD ST,West End,489677.2724,5459612.6816
Theft of Bicycle,2020,4,1,12,0,11XX GILFORD ST,West End,489677.2724,5459612.6816
Theft of Bicycle,2020,4,7,4,52,11XX GILFORD ST,West End,489677.2724,5459612.6816
Theft of Bicycle,2020,7,16,20,0,11XX GILFORD ST,West End,489677.2724,5459612.6816
Theft of Bicycle,2020,10,16,18,35,11XX HARO ST,West End,490779.2474,5459095.3842
